organization_id,organization_name,organization_type,source_value,source_system,parent_organization_id,needs_lookup
SPONSOR-INDLAN,Indian Land Tenure Foundation,Sponsor,INDLAN - Indian Land Tenure Foundation,Banner Grant Listing Report,,N
SPONSOR-INSINT3,Institute of International Education,Sponsor,INSINT3 - Institute of International Education,Banner Grant Listing Report,,N
SPONSOR-INSMUS,Institute of Museum and Library Services,Sponsor,INSMUS - Institute of Museum and Library Services,Banner Grant Listing Report,,N
SPONSOR-INTREV,Internal Revenue Service,Sponsor,INTREV - Internal Revenue Service,Banner Grant Listing Report,,N
SPONSOR-INTSOC7,International Society for Research in Human Milk & Lactation,Sponsor,INTSOC7 - International Society for Research in Human Milk & Lactation,Banner Grant Listing Report,,N
SPONSOR-INVEDU,"The Lemelson Foundation, InventEd",Sponsor,"INVEDU - The Lemelson Foundation, InventEd",Banner Grant Listing Report,,N
SPONSOR-IOEM,Idaho Office of Emergency Management,Sponsor,IOEM - Idaho Office of Emergency Management,Banner Grant Listing Report,,N
SPONSOR-IOWSTA,Iowa State University,Sponsor,IOWSTA - Iowa State University,Banner Grant Listing Report,,N
SPONSOR-ISDE1,Idaho State Department of Education,Sponsor,ISDE1 - Idaho State Department of Education,Banner Grant Listing Report,,N
SPONSOR-ISDE7,Idaho State Department of Education,Sponsor,ISDE7 - Idaho State Department of Education,Banner Grant Listing Report,,N
SPONSOR-ITD1,Idaho Transportation Department,Sponsor,ITD1 - Idaho Transportation Department,Banner Grant Listing Report,,N
SPONSOR-JANNUS,Jannus Inc.,Sponsor,JANNUS - Jannus Inc.,Banner Grant Listing Report,,N
SPONSOR-JAPFOU,The Japan Foundation,Sponsor,JAPFOU - The Japan Foundation,Banner Grant Listing Report,,N
SPONSOR-JOHHOP1,Johns Hopkins University,Sponsor,JOHHOP1 - Johns Hopkins University,Banner Grant Listing Report,,N
SPONSOR-JPL,Jet Propulsion Laboratories,Sponsor,JPL - Jet Propulsion Laboratories,Banner Grant Listing Report,,N
SPONSOR-JRSIM,J. R. Simplot Company,Sponsor,JRSIM - J. R. Simplot Company,Banner Grant Listing Report,,N
SPONSOR-KANSTA,Kansas State University,Sponsor,KANSTA - Kansas State University,Banner Grant Listing Report,,N
SPONSOR-KENCOR2,Kentek Corporation,Sponsor,KENCOR2 - Kentek Corporation,Banner Grant Listing Report,,N
SPONSOR-KENUNIKEN,University of Kentucky,Sponsor,KENUNIKEN - University of Kentucky,Banner Grant Listing Report,,N
SPONSOR-KOOCOU4,Kootenai County,Sponsor,KOOCOU4 - Kootenai County,Banner Grant Listing Report,,N
SPONSOR-KOOTRI,Kootenai Tribe,Sponsor,KOOTRI - Kootenai Tribe,Banner Grant Listing Report,,N
SPONSOR-LANSLI,Landslide Technology,Sponsor,LANSLI - Landslide Technology,Banner Grant Listing Report,,N
SPONSOR-MARUNI,University of Maryland,Sponsor,MARUNI - University of Maryland,Banner Grant Listing Report,,N
SPONSOR-MASINS,Massachusetts Institute of Technology,Sponsor,MASINS - Massachusetts Institute of Technology,Banner Grant Listing Report,,N
SPONSOR-MBRAYN,Meg & Bert Raynes Wildlife Fund,Sponsor,MBRAYN - Meg & Bert Raynes Wildlife Fund,Banner Grant Listing Report,,N
SPONSOR-MCCFOO1,McCain Foods Canada,Sponsor,MCCFOO1 - McCain Foods Canada,Banner Grant Listing Report,,N
SPONSOR-MERANI,"Merck Animal Health (Intervet, Inc.)",Sponsor,"MERANI - Merck Animal Health (Intervet, Inc.)",Banner Grant Listing Report,,N
SPONSOR-MICRON,Micron Technology Inc,Sponsor,MICRON - Micron Technology Inc,Banner Grant Listing Report,,N
SPONSOR-MICSTA,Michigan State University,Sponsor,MICSTA - Michigan State University,Banner Grant Listing Report,,N
SPONSOR-MICTEC,Michigan Technological University,Sponsor,MICTEC - Michigan Technological University,Banner Grant Listing Report,,N
SPONSOR-MILCHE,"Miller Chemical & Fertilizer, LLC",Sponsor,"MILCHE - Miller Chemical & Fertilizer, LLC",Banner Grant Listing Report,,N
SPONSOR-MININD1,Mint Industry Research Council,Sponsor,MININD1 - Mint Industry Research Council,Banner Grant Listing Report,,N
SPONSOR-MINUNI,Regents of the University of Minnesota,Sponsor,MINUNI - Regents of the University of Minnesota,Banner Grant Listing Report,,N
SPONSOR-MISSTA1,Mississippi State University,Sponsor,MISSTA1 - Mississippi State University,Banner Grant Listing Report,,N
SPONSOR-MISUNI,University of Missouri,Sponsor,MISUNI - University of Missouri,Banner Grant Listing Report,,N
SPONSOR-MISUNI1,University of Missouri-Rolla,Sponsor,MISUNI1 - University of Missouri-Rolla,Banner Grant Listing Report,,N
SPONSOR-MONCOM,Monsanto Company,Sponsor,MONCOM - Monsanto Company,Banner Grant Listing Report,,N
SPONSOR-MONDEP4,Montana Department of Agriculture,Sponsor,MONDEP4 - Montana Department of Agriculture,Banner Grant Listing Report,,N
SPONSOR-MONFW-P,Montana Fish Wildlife & Parks,Sponsor,MONFW&P - Montana Fish Wildlife & Parks,Banner Grant Listing Report,,N
SPONSOR-MONSTA1,Montana State University,Sponsor,MONSTA1 - Montana State University,Banner Grant Listing Report,,N
SPONSOR-MONUNI1,University of Montana,Sponsor,MONUNI1 - University of Montana,Banner Grant Listing Report,,N
SPONSOR-MOSCHA,Moscow Chamber of Commerce,Sponsor,MOSCHA - Moscow Chamber of Commerce,Banner Grant Listing Report,,N
SPONSOR-MOSSCH,County of Latah School District 281,Sponsor,MOSSCH - County of Latah School District 281,Banner Grant Listing Report,,N
SPONSOR-MULTIP,Multiplier,Sponsor,MULTIP - Multiplier,Banner Grant Listing Report,,N
SPONSOR-MULTIPLE,Multiple Sponsors,Sponsor,MULTIPLE - Multiple Sponsors,Banner Grant Listing Report,,N
SPONSOR-MURCHA,M. J. Murdock Charitable Trust,Sponsor,MURCHA - M. J. Murdock Charitable Trust,Banner Grant Listing Report,,N
SPONSOR-MUSBIO,MustGrow Biologics Corp,Sponsor,MUSBIO - MustGrow Biologics Corp,Banner Grant Listing Report,,N
SPONSOR-NAHPAI,"National Health Promotion Associates, Inc",Sponsor,"NAHPAI - National Health Promotion Associates, Inc",Banner Grant Listing Report,,N
SPONSOR-NASA,National Aeronautic Space Ad.,Sponsor,NASA - National Aeronautic Space Ad.,Banner Grant Listing Report,,N
SPONSOR-NASSHA,NASA Shared Services Center,Sponsor,NASSHA - NASA Shared Services Center,Banner Grant Listing Report,,N
SPONSOR-NAT4H3,National 4-H Council,Sponsor,NAT4H3 - National 4-H Council,Banner Grant Listing Report,,N
SPONSOR-NAT4H4,National 4-H Shooting Sports,Sponsor,NAT4H4 - National 4-H Shooting Sports,Banner Grant Listing Report,,N
SPONSOR-NATA,Northwest Athletic Trainers' Association,Sponsor,NATA - Northwest Athletic Trainers' Association,Banner Grant Listing Report,,N
SPONSOR-NATACA1,Nat'l Academic Advising Assoc.,Sponsor,NATACA1 - Nat'l Academic Advising Assoc.,Banner Grant Listing Report,,N
SPONSOR-NATAHE,National AHEC Organization,Sponsor,NATAHE - National AHEC Organization,Banner Grant Listing Report,,N
SPONSOR-NATALF1,National Alfalfa & Forage Alliance,Sponsor,NATALF1 - National Alfalfa & Forage Alliance,Banner Grant Listing Report,,N
SPONSOR-NATCAM,Natl Assoc for Campus Activiti,Sponsor,NATCAM - Natl Assoc for Campus Activiti,Banner Grant Listing Report,,N
SPONSOR-NATCAT,National Cattlemen's Beef Association,Sponsor,NATCAT - National Cattlemen's Beef Association,Banner Grant Listing Report,,N
SPONSOR-NATCON1,Nature Conservancy,Sponsor,NATCON1 - Nature Conservancy,Banner Grant Listing Report,,N
SPONSOR-NATPOR,National Pork Board,Sponsor,NATPOR - National Pork Board,Banner Grant Listing Report,,N
SPONSOR-NATREN,National Renewable Energy Laboratory,Sponsor,NATREN - National Renewable Energy Laboratory,Banner Grant Listing Report,,N
SPONSOR-NATRES20,"Natura Resources, LLC",Sponsor,"NATRES20 - Natura Resources, LLC",Banner Grant Listing Report,,N
SPONSOR-NATSEC2,National Security Agency,Sponsor,NATSEC2 - National Security Agency,Banner Grant Listing Report,,N
SPONSOR-NCAFOU,NCASI Foundation,Sponsor,NCAFOU - NCASI Foundation,Banner Grant Listing Report,,N
SPONSOR-NCSTUN,NC State University,Sponsor,NCSTUN - NC State University,Banner Grant Listing Report,,N
SPONSOR-NEBUNI,University of Nebraska,Sponsor,NEBUNI - University of Nebraska,Banner Grant Listing Report,,N
SPONSOR-NEH,National Endowment for the Humanities,Sponsor,NEH - National Endowment for the Humanities,Banner Grant Listing Report,,N
SPONSOR-NEVREG,University of Nevada Las Vegas Board of Regents,Sponsor,NEVREG - University of Nevada Las Vegas Board of Regents,Banner Grant Listing Report,,N
SPONSOR-NEVUNI3,University of Nevada at Reno,Sponsor,NEVUNI3 - University of Nevada at Reno,Banner Grant Listing Report,,N
SPONSOR-NEWMEX12,"New Mexico Start-Up Factory, LLC",Sponsor,"NEWMEX12 - New Mexico Start-Up Factory, LLC",Banner Grant Listing Report,,N
SPONSOR-NEWUNI1,University of New Mexico,Sponsor,NEWUNI1 - University of New Mexico,Banner Grant Listing Report,,N
SPONSOR-NEZTRI,Nez Perce Tribe,Sponsor,NEZTRI - Nez Perce Tribe,Banner Grant Listing Report,,N
SPONSOR-NIFA,National Institute of Food & Agriculture/USDA,Sponsor,NIFA - National Institute of Food & Agriculture/USDA,Banner Grant Listing Report,,N
SPONSOR-NOFOJO,North Fork John Day Watershed Council,Sponsor,NOFOJO - North Fork John Day Watershed Council,Banner Grant Listing Report,,N
SPONSOR-NORCAR,North Carolina St. University,Sponsor,NORCAR - North Carolina St. University,Banner Grant Listing Report,,N
SPONSOR-NORDAK3,North Dakota Game & Fish Dept,Sponsor,NORDAK3 - North Dakota Game & Fish Dept,Banner Grant Listing Report,,N
SPONSOR-NORENE2,"Northwest Energy Efficiency Alliance, Inc.",Sponsor,"NORENE2 - Northwest Energy Efficiency Alliance, Inc.",Banner Grant Listing Report,,N
SPONSOR-NORMAN,"Northwest Management, Inc.",Sponsor,"NORMAN - Northwest Management, Inc.",Banner Grant Listing Report,,N
SPONSOR-NORUNI2,University of North Dakota,Sponsor,NORUNI2 - University of North Dakota,Banner Grant Listing Report,,N
SPONSOR-NSF,National Science Foundation,Sponsor,NSF - National Science Foundation,Banner Grant Listing Report,,N
SPONSOR-NUCINC,"NuCicer, Inc.",Sponsor,"NUCINC - NuCicer, Inc.",Banner Grant Listing Report,,N
SPONSOR-NUSNUT,NuSeed Nutritional US Inc.,Sponsor,NUSNUT - NuSeed Nutritional US Inc.,Banner Grant Listing Report,,N
SPONSOR-ODFW3,Oregon Department of Fish & Wildlife,Sponsor,ODFW3 - Oregon Department of Fish & Wildlife,Banner Grant Listing Report,,N
SPONSOR-OHISOY,Ohio Soybean Council,Sponsor,OHISOY - Ohio Soybean Council,Banner Grant Listing Report,,N
SPONSOR-OHISTA,Ohio State University,Sponsor,OHISTA - Ohio State University,Banner Grant Listing Report,,N
SPONSOR-OHISTA2,Ohio State University Research Foundation,Sponsor,OHISTA2 - Ohio State University Research Foundation,Banner Grant Listing Report,,N
SPONSOR-OKLINC,Oklo Inc,Sponsor,OKLINC - Oklo Inc,Banner Grant Listing Report,,N
SPONSOR-OKLWIL,Oklahoma Dept of Wildlife Conservation,Sponsor,OKLWIL - Oklahoma Dept of Wildlife Conservation,Banner Grant Listing Report,,N
SPONSOR-OREFOR,Oregon Forest Resources Institute,Sponsor,OREFOR - Oregon Forest Resources Institute,Banner Grant Listing Report,,N
SPONSOR-ORESTA3,Oregon State University,Sponsor,ORESTA3 - Oregon State University,Banner Grant Listing Report,,N
SPONSOR-ORETIL,Oregon Tilth Inc,Sponsor,ORETIL - Oregon Tilth Inc,Banner Grant Listing Report,,N
SPONSOR-PAINLL,"Panacea Interactive, LLC",Sponsor,"PAINLL - Panacea Interactive, LLC",Banner Grant Listing Report,,N
SPONSOR-PALCON,Palouse Conservation District,Sponsor,PALCON - Palouse Conservation District,Banner Grant Listing Report,,N
SPONSOR-PALLAN,Palouse Land Trust Inc,Sponsor,PALLAN - Palouse Land Trust Inc,Banner Grant Listing Report,,N
SPONSOR-PANOVE,Pacific Northwest Vegetable Association,Sponsor,PANOVE - Pacific Northwest Vegetable Association,Banner Grant Listing Report,,N
SPONSOR-PBAC,Palouse Basin Aquifer Committee,Sponsor,PBAC - Palouse Basin Aquifer Committee,Banner Grant Listing Report,,N
SPONSOR-PENSTA,Pennsylvania State University,Sponsor,PENSTA - Pennsylvania State University,Banner Grant Listing Report,,N
SPONSOR-PHEINC1,"PHERONYM, INC",Sponsor,"PHEINC1 - PHERONYM, INC",Banner Grant Listing Report,,N
SPONSOR-POTCOR,PotlatchDeltic Forest Holdings Inc,Sponsor,POTCOR - PotlatchDeltic Forest Holdings Inc,Banner Grant Listing Report,,N
SPONSOR-POTUSA,Potatoes USA,Sponsor,POTUSA - Potatoes USA,Banner Grant Listing Report,,N
SPONSOR-PRADIA1,Prana Diabetes,Sponsor,PRADIA1 - Prana Diabetes,Banner Grant Listing Report,,N
SPONSOR-PURUNI,Purdue University,Sponsor,PURUNI - Purdue University,Banner Grant Listing Report,,N
SPONSOR-RESLEG1,RESOURCES LEGACY FUND,Sponsor,RESLEG1 - RESOURCES LEGACY FUND,Banner Grant Listing Report,,N
SPONSOR-RURDEV2,Rural Development Administration of the Republic of Korea,Sponsor,RURDEV2 - Rural Development Administration of the Republic of Korea,Banner Grant Listing Report,,N
SPONSOR-SACLDI,Santa Clara Valley Water District,Sponsor,SACLDI - Santa Clara Valley Water District,Banner Grant Listing Report,,N
SPONSOR-SANDIA,Sandia National Laboratories,Sponsor,SANDIA - Sandia National Laboratories,Banner Grant Listing Report,,N
SPONSOR-SANDIE11,San Diego Natural History Museum,Sponsor,SANDIE11 - San Diego Natural History Museum,Banner Grant Listing Report,,N
SPONSOR-SASUNI,University of Saskatchewan,Sponsor,SASUNI - University of Saskatchewan,Banner Grant Listing Report,,N
SPONSOR-SCHENG,"Schweitzer Engineering Laboratories, Inc.",Sponsor,"SCHENG - Schweitzer Engineering Laboratories, Inc.",Banner Grant Listing Report,,N
SPONSOR-SEBIFO,Selway-Bitterroot Frank Church Foundation,Sponsor,SEBIFO - Selway-Bitterroot Frank Church Foundation,Banner Grant Listing Report,,N
SPONSOR-SIGXI,Sigma Xi,Sponsor,SIGXI - Sigma Xi,Banner Grant Listing Report,,N
SPONSOR-SIMFOU1,Simons Foundation,Sponsor,SIMFOU1 - Simons Foundation,Banner Grant Listing Report,,N
SPONSOR-SKRETT,Skretting,Sponsor,SKRETT - Skretting,Banner Grant Listing Report,,N
SPONSOR-SNARIV45,Snake River Research and Seed Alliance LLC,Sponsor,SNARIV45 - Snake River Research and Seed Alliance LLC,Banner Grant Listing Report,,N
SPONSOR-SOCSTU2,Society for the Study of Evolution,Sponsor,SOCSTU2 - Society for the Study of Evolution,Banner Grant Listing Report,,N
SPONSOR-SOCSYS,Society of Systematic Biologists,Sponsor,SOCSYS - Society of Systematic Biologists,Banner Grant Listing Report,,N
SPONSOR-SOUADV1,Southwestern Adventist University,Sponsor,SOUADV1 - Southwestern Adventist University,Banner Grant Listing Report,,N
SPONSOR-SOUDAK,South Dakota State University,Sponsor,SOUDAK - South Dakota State University,Banner Grant Listing Report,,N
SPONSOR-SOYAQU,Soy Aquaculture Alliance,Sponsor,SOYAQU - Soy Aquaculture Alliance,Banner Grant Listing Report,,N
SPONSOR-SPASTR,Spark Strategic Solutions LLC,Sponsor,SPASTR - Spark Strategic Solutions LLC,Banner Grant Listing Report,,N
SPONSOR-SPATEL,Space Telescope Science Institute,Sponsor,SPATEL - Space Telescope Science Institute,Banner Grant Listing Report,,N
SPONSOR-SPECON4,Office of Species Conservation,Sponsor,SPECON4 - Office of Species Conservation,Banner Grant Listing Report,,N
SPONSOR-SPEFOU,Spencer Foundation,Sponsor,SPEFOU - Spencer Foundation,Banner Grant Listing Report,,N
SPONSOR-SPESCIINC,SPECTRAL SCIENCES INC,Sponsor,SPESCIINC - SPECTRAL SCIENCES INC,Banner Grant Listing Report,,N
SPONSOR-STASMI,Stanley Smith Horticultural Trust,Sponsor,STASMI - Stanley Smith Horticultural Trust,Banner Grant Listing Report,,N
SPONSOR-STESTO2,"Stepping Stones, Inc",Sponsor,"STESTO2 - Stepping Stones, Inc",Banner Grant Listing Report,,N
SPONSOR-STIADV,Stibnite Advisory Council,Sponsor,STIADV - Stibnite Advisory Council,Banner Grant Listing Report,,N
SPONSOR-STILUM,Stimson Lumber Company,Sponsor,STILUM - Stimson Lumber Company,Banner Grant Listing Report,,N
SPONSOR-STRFOU,Stranahan Foundation,Sponsor,STRFOU - Stranahan Foundation,Banner Grant Listing Report,,N
SPONSOR-SULAFO,"Sunshine Lady Foundation, Inc.",Sponsor,"SULAFO - Sunshine Lady Foundation, Inc.",Banner Grant Listing Report,,N
SPONSOR-SYNCRO,"Syngenta Crop Protection, Inc.",Sponsor,"SYNCRO - Syngenta Crop Protection, Inc.",Banner Grant Listing Report,,N
SPONSOR-SYNSEE,"Syngenta Seeds, Inc.",Sponsor,"SYNSEE - Syngenta Seeds, Inc.",Banner Grant Listing Report,,N
SPONSOR-SYRUNI1,Syracuse University,Sponsor,SYRUNI1 - Syracuse University,Banner Grant Listing Report,,N
SPONSOR-TARLST,Tarleton State University,Sponsor,TARLST - Tarleton State University,Banner Grant Listing Report,,N
SPONSOR-TEASTU,Teal Studio LLC,Sponsor,TEASTU - Teal Studio LLC,Banner Grant Listing Report,,N
SPONSOR-TECRES,Teck Resource Limited,Sponsor,TECRES - Teck Resource Limited,Banner Grant Listing Report,,N
SPONSOR-TEXAM,Texas A&M University,Sponsor,TEXAM - Texas A&M University,Banner Grant Listing Report,,N
SPONSOR-TEXBIO,Texas Biomedical Research Institute,Sponsor,TEXBIO - Texas Biomedical Research Institute,Banner Grant Listing Report,,N
SPONSOR-TEXTTI,Texas A&M Transportation Institute - TTI,Sponsor,TEXTTI - Texas A&M Transportation Institute - TTI,Banner Grant Listing Report,,N
SPONSOR-THEAND,"The Andersons, Inc.",Sponsor,"THEAND - The Andersons, Inc.",Banner Grant Listing Report,,N
SPONSOR-THECEN,The Center for Learner Equity,Sponsor,THECEN - The Center for Learner Equity,Banner Grant Listing Report,,N
SPONSOR-TWIFAL1,Twin Falls County Extension,Sponsor,TWIFAL1 - Twin Falls County Extension,Banner Grant Listing Report,,N
SPONSOR-TYSFOO,"Tyson Foods, Inc.",Sponsor,"TYSFOO - Tyson Foods, Inc.",Banner Grant Listing Report,,N
SPONSOR-UARS5,USDA Agricultural Research Ser,Sponsor,UARS5 - USDA Agricultural Research Ser,Banner Grant Listing Report,,N
SPONSOR-UCAL2,"University of California, Davis",Sponsor,"UCAL2 - University of California, Davis",Banner Grant Listing Report,,N
SPONSOR-UERS1,USDA Economic Research Service,Sponsor,UERS1 - USDA Economic Research Service,Banner Grant Listing Report,,N
SPONSOR-UNCAME,"University of California, Merced",Sponsor,"UNCAME - University of California, Merced",Banner Grant Listing Report,,N
SPONSOR-UNIBRT,University of British Columbia - Okanagan,Sponsor,UNIBRT - University of British Columbia - Okanagan,Banner Grant Listing Report,,N
SPONSOR-UNIDEN,University of Colorado Denver,Sponsor,UNIDEN - University of Colorado Denver,Banner Grant Listing Report,,N
SPONSOR-UNIMARBAL,"University of Maryland, Baltimore County",Sponsor,"UNIMARBAL - University of Maryland, Baltimore County",Banner Grant Listing Report,,N
SPONSOR-UNIWAY20,United Way of North Idaho Inc,Sponsor,UNIWAY20 - United Way of North Idaho Inc,Banner Grant Listing Report,,N
SPONSOR-UNVTEN,University of Tennessee,Sponsor,UNVTEN - University of Tennessee,Banner Grant Listing Report,,N
SPONSOR-UOFME,University of Maine,Sponsor,UOFME - University of Maine,Banner Grant Listing Report,,N
SPONSOR-UOFW1,University of Washington,Sponsor,UOFW1 - University of Washington,Banner Grant Listing Report,,N
SPONSOR-URBANO,Urbanova,Sponsor,URBANO - Urbanova,Banner Grant Listing Report,,N
SPONSOR-USADRY,"USA Dry Pea & Lentil Council, Inc.",Sponsor,"USADRY - USA Dry Pea & Lentil Council, Inc.",Banner Grant Listing Report,,N
SPONSOR-USAGRI,US Agriculture Information Network,Sponsor,USAGRI - US Agriculture Information Network,Banner Grant Listing Report,,N
SPONSOR-USAPHIS,USDA-APHIS,Sponsor,USAPHIS - USDA-APHIS,Banner Grant Listing Report,,N
SPONSOR-USARM,US Army Corps of Engineers,Sponsor,USARM - US Army Corps of Engineers,Banner Grant Listing Report,,N
SPONSOR-USBLM,USDI Bureau Of Land Management,Sponsor,USBLM - USDI Bureau Of Land Management,Banner Grant Listing Report,,N
SPONSOR-USDA,USDA - Dept of Agriculture,Sponsor,USDA - USDA - Dept of Agriculture,Banner Grant Listing Report,,N
SPONSOR-USDAFS,USDA-FS Fire & Aviation,Sponsor,USDAFS - USDA-FS Fire & Aviation,Banner Grant Listing Report,,N
SPONSOR-USDANRCS,USDA Natural Resources Conservation Service,Sponsor,USDANRCS - USDA Natural Resources Conservation Service,Banner Grant Listing Report,,N
SPONSOR-USDFAS,USDA Foreign Agricultural Service,Sponsor,USDFAS - USDA Foreign Agricultural Service,Banner Grant Listing Report,,N
SPONSOR-USDFOR,USDA Forest Service,Sponsor,USDFOR - USDA Forest Service,Banner Grant Listing Report,,N
SPONSOR-USDRMA,USDA Risk Management Agency,Sponsor,USDRMA - USDA Risk Management Agency,Banner Grant Listing Report,,N
SPONSOR-USDRUS,USDA Rural Utilities Service,Sponsor,USDRUS - USDA Rural Utilities Service,Banner Grant Listing Report,,N
SPONSOR-USFS,USFS,Sponsor,USFS - USFS,Banner Grant Listing Report,,N
SPONSOR-USFWS,US Fish and Wildlife Service,Sponsor,USFWS - US Fish and Wildlife Service,Banner Grant Listing Report,,N
SPONSOR-USGS,US Geological Survey,Sponsor,USGS - US Geological Survey,Banner Grant Listing Report,,N
SPONSOR-USJUS,US Department of Justice,Sponsor,USJUS - US Department of Justice,Banner Grant Listing Report,,N
SPONSOR-USNPS,USDI National Park Service,Sponsor,USNPS - USDI National Park Service,Banner Grant Listing Report,,N
SPONSOR-USNUC,U.S. Nuclear Regulatory Commission,Sponsor,USNUC - U.S. Nuclear Regulatory Commission,Banner Grant Listing Report,,N
SPONSOR-USOE1,US Department of Education,Sponsor,USOE1 - US Department of Education,Banner Grant Listing Report,,N
SPONSOR-USOE3,US Department of Education,Sponsor,USOE3 - US Department of Education,Banner Grant Listing Report,,N
SPONSOR-UTASTA,Utah State University,Sponsor,UTASTA - Utah State University,Banner Grant Listing Report,,N
SPONSOR-UTAUNI,University of Utah,Sponsor,UTAUNI - University of Utah,Banner Grant Listing Report,,N
SPONSOR-VALUSA,Valent U.S.A. LLC,Sponsor,VALUSA - Valent U.S.A. LLC,Banner Grant Listing Report,,N
SPONSOR-VASOWA,Valley Soil and Water Conservation District,Sponsor,VASOWA - Valley Soil and Water Conservation District,Banner Grant Listing Report,,N
SPONSOR-VENWEL,VentureWell,Sponsor,VENWEL - VentureWell,Banner Grant Listing Report,,N
SPONSOR-VIRTEC,Virginia Tech,Sponsor,VIRTEC - Virginia Tech,Banner Grant Listing Report,,N
SPONSOR-WAKFOR,Wake Forest University,Sponsor,WAKFOR - Wake Forest University,Banner Grant Listing Report,,N
SPONSOR-WAOFMA,Washington State Office of Financial Management,Sponsor,WAOFMA - Washington State Office of Financial Management,Banner Grant Listing Report,,N
SPONSOR-WASDFW,Washington Department of Fish & Wildlife,Sponsor,WASDFW - Washington Department of Fish & Wildlife,Banner Grant Listing Report,,N
SPONSOR-WASDNR,Washington Department of Natural Resources,Sponsor,WASDNR - Washington Department of Natural Resources,Banner Grant Listing Report,,N
SPONSOR-WASOIL,Washington Oilseeds Commission,Sponsor,WASOIL - Washington Oilseeds Commission,Banner Grant Listing Report,,N
SPONSOR-WASSTA12,Washington State University,Sponsor,WASSTA12 - Washington State University,Banner Grant Listing Report,,N
SPONSOR-WATSHE,Watershed Research And Training Center,Sponsor,WATSHE - Watershed Research And Training Center,Banner Grant Listing Report,,N
SPONSOR-WEESCI,Weed Science Society of America,Sponsor,WEESCI - Weed Science Society of America,Banner Grant Listing Report,,N
SPONSOR-WESFOR,Western Forestry & Conservation Assn,Sponsor,WESFOR - Western Forestry & Conservation Assn,Banner Grant Listing Report,,N
SPONSOR-WESSTA1,Western States Arts Federation,Sponsor,WESSTA1 - Western States Arts Federation,Banner Grant Listing Report,,N
SPONSOR-WESVIR,West Virginia University,Sponsor,WESVIR - West Virginia University,Banner Grant Listing Report,,N
SPONSOR-WILKSB,Wilks Brothers LLC,Sponsor,WILKSB - Wilks Brothers LLC,Banner Grant Listing Report,,N
SPONSOR-WISUNI,University of Wisconsin,Sponsor,WISUNI - University of Wisconsin,Banner Grant Listing Report,,N
SPONSOR-WTFC,Washington Tree Fruit Research Commission,Sponsor,WTFC - Washington Tree Fruit Research Commission,Banner Grant Listing Report,,N
SPONSOR-XVERUNI,University of Vermont,Sponsor,XVERUNI - University of Vermont,Banner Grant Listing Report,,N
SPONSOR-YALUNI1,Yale University,Sponsor,YALUNI1 - Yale University,Banner Grant Listing Report,,N
SPONSOR-YELYUK,Yellowstone to Yukon Conservation Inititiative,Sponsor,YELYUK - Yellowstone to Yukon Conservation Inititiative,Banner Grant Listing Report,,N
SPONSOR-YURTRI,Yurok Tribe,Sponsor,YURTRI - Yurok Tribe,Banner Grant Listing Report,,N
SPONSOR-ZEIBRO,Zeigler Bros Inc.,Sponsor,ZEIBRO - Zeigler Bros Inc.,Banner Grant Listing Report,,N
